movie_title,genres,budget,gross,imdb_score,plot_keywords,sentiment,sentiment_label
Friday After Next ,"['Comedy', 'Drama']",20000000.0,32983713.0,5.8,apartment|christmas|christmas present|rent|security guard,0.0,Neutral
Insidious: Chapter 3 ,"['Fantasy', 'Horror', 'Thriller']",10000000.0,52200504.0,6.1,demon|possession|psychic|supernatural|teenager,0.0,Neutral
The Last Dragon ,"['Action', 'Comedy', 'Drama', 'Music']",10000000.0,33000000.0,6.9,cult film|kung fu|kung fu classic|martial arts|title spoken by character,0.0,Neutral
Snatch ,"['Comedy', 'Crime']",6000000.0,30093107.0,8.3,boxer|boxing|diamond|fight|gypsy,0.0,Neutral
The Lawnmower Man ,"['Horror', 'Sci-Fi']",10000000.0,32101000.0,5.4,intelligence|science runs amok|scientist|supernatural power|virtual reality,0.0,Neutral
Nick and Norah's Infinite Playlist ,"['Comedy', 'Drama', 'Music', 'Romance']",9000000.0,31487293.0,6.7,band|gay|gay friend|love|night,0.0,Neutral
Dogma ,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",10000000.0,30651422.0,7.4,abortion|abortion clinic|angel|church|clinic,0.0,Neutral
The Banger Sisters ,"['Comedy', 'Drama']",10000000.0,30306281.0,5.6,bartender|groupie|lawyer|road trip|writer,0.0,Neutral
Twilight Zone: The Movie ,"['Fantasy', 'Horror', 'Sci-Fi']",10000000.0,29500000.0,6.5,1940s|1960s|bar|kick the can|remake,0.0,Neutral
Road House ,"['Action', 'Thriller']",17000000.0,30050028.0,6.5,bikini|cult film|fired from the job|martial arts|violence,0.0,Neutral
A Low Down Dirty Shame ,"['Action', 'Comedy', 'Crime']",10000000.0,29392418.0,5.8,drugs|ex cop|gun fu|machismo|shootout,0.0,Neutral
Swimfan ,"['Drama', 'Thriller']",8500000.0,28563926.0,5.0,high school|hospital|new jersey|stanford university|swimming,0.16,Positive
Employee of the Month ,"['Comedy', 'Romance']",12000000.0,28435406.0,5.5,competition|date|employee|laser in eyes|slacker,0.0,Neutral
Can't Hardly Wait ,"['Comedy', 'Romance']",10000000.0,25339117.0,6.5,graduation|high school|letter|nerd|party,0.0,Neutral
The Outsiders ,"['Crime', 'Drama']",10000000.0,25600000.0,7.2,dysfunctional family|gang|greaser|holding someone's head underwater|rivalry,0.0,Neutral
Sinister 2 ,"['Horror', 'Mystery', 'Thriller']",10000000.0,27736779.0,5.2,deputy|farmhouse|nightmare|private investigator|rural,0.0,Neutral
Sparkle ,"['Drama', 'Music']",17000000.0,24397469.0,5.7,1960s|death|girl group|nightclub|sister,0.0,Neutral
Valentine ,"['Horror', 'Mystery', 'Thriller']",10000000.0,20384136.0,4.7,dance|nosebleed|revenge|valentine|valentine's day,0.0,Neutral
The Fourth Kind ,"['Mystery', 'Sci-Fi', 'Thriller']",10000000.0,25464480.0,5.9,abduction|alaska|alien|owl|patient,0.0,Neutral
A Prairie Home Companion ,"['Comedy', 'Drama', 'Music']",10000000.0,20338609.0,6.8,backstage|country music|cowboy|radio|singing,0.0,Neutral
Sugar Hill ,"['Drama', 'Thriller']",10000000.0,18272447.0,5.9,african american|harlem manhattan new york city|manhattan new york city|new york city|urination,0.09,Positive
Rushmore ,"['Comedy', 'Drama']",9000000.0,17096053.0,7.7,coming of age|friendship|private school|student|teacher,0.0,Neutral
Skyline ,"['Action', 'Sci-Fi', 'Thriller']",10000000.0,21371425.0,4.4,apartment|blue light|drawing|group of friends|light,0.0,Neutral
The Second Best Exotic Marigold Hotel ,"['Comedy', 'Drama']",10000000.0,33071558.0,6.6,sequel,0.0,Neutral
Kit Kittredge: An American Girl ,"['Drama', 'Family']",10000000.0,17655201.0,6.7,boarding house|girl|great depression|house|ohio,0.0,Neutral
The Perfect Man ,"['Comedy', 'Family', 'Romance']",25000000.0,16247775.0,5.5,e mail|moving|perfect man|secret admirer|suitor,0.0,Neutral
Mo' Better Blues ,"['Drama', 'Music', 'Romance']",10000000.0,16153600.0,6.5,comeback|friend|jazz|stage|trumpet,0.0,Neutral
Kung Pow: Enter the Fist ,"['Action', 'Comedy']",10000000.0,16033556.0,6.2,chosen one|comic violence|intentionally bad|kung fu|stylized violence,0.0,Neutral
Tremors ,"['Comedy', 'Horror', 'Sci-Fi']",11000000.0,16667084.0,7.1,desert|giant worm|monster|pipe bomb|small town,0.0,Neutral
Wrong Turn ,"['Horror', 'Thriller']",12600000.0,15417771.0,6.1,forest|mountain|road|stupid victim|west virginia,0.0,Neutral
The Corruptor ,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",30000000.0,15156200.0,6.0,chinatown|illegal immigrant|new york|police|triad,0.0,Neutral
Mud ,['Drama'],10000000.0,21589307.0,7.4,14 year old|boat|bounty hunter|boy|river,0.0,Neutral
Reno 911!: Miami ,"['Comedy', 'Crime']",10000000.0,20339754.0,5.9,beach|police|sex scene|spring break|vomiting,0.0,Neutral
One Direction: This Is Us ,"['Documentary', 'Music']",10000000.0,28873374.0,4.1,3 dimensional|concert footage|englishman abroad|reference to keith richards|reference to the doors,0.0,Neutral
Hey Arnold! The Movie ,"['Adventure', 'Animation', 'Comedy', 'Family']",3000000.0,13684949.0,5.9,castle thunder|document|neighborhood|punctuation in title|villain arrested,0.0,Neutral
My Week with Marilyn ,"['Biography', 'Drama']",6400000.0,14597405.0,7.0,actress|assistant director|blonde bombshell|movie star|wardrobe,0.0,Neutral
The Matador ,"['Comedy', 'Crime', 'Drama', 'Thriller']",10000000.0,12570442.0,6.8,bar|hitman|luck|mexico|mexico city,0.0,Neutral
Love Jones ,"['Drama', 'Romance']",10000000.0,12514138.0,7.4,african american|cult film|ex boyfriend|middle class|sex,0.0,Neutral
The Gift ,"['Mystery', 'Thriller']",5000000.0,43771291.0,7.1,compulsive liar|fired from a job|gift|rape|substance abuse,0.0,Neutral
End of the Spear ,"['Adventure', 'Drama']",10000000.0,11703287.0,7.0,death|missionary|spear|speared to death|tribe,0.0,Neutral
Get Over It ,"['Comedy', 'Romance']",22000000.0,11560259.0,5.8,basketball|dancer|high school|love triangle|shakespeare's a midsummer night's dream,0.0,Neutral
Office Space ,['Comedy'],10000000.0,10824921.0,7.8,boss|computer|downsizing|neighbor|office,0.0,Neutral
Drop Dead Gorgeous ,"['Comedy', 'Romance', 'Thriller']",10000000.0,10561238.0,6.5,beauty pageant|blonde|cheerleader uniform|small town|upskirt,0.0,Neutral
Big Eyes ,"['Biography', 'Crime', 'Drama', 'Romance']",10000000.0,14479776.0,7.0,1950s|abusive husband|artist|painting|secret,0.0,Neutral
Very Bad Things ,"['Comedy', 'Crime', 'Thriller']",10000000.0,9801782.0,6.3,bachelor party|breasts|friend|prostitute|wedding,0.0,Neutral
Sleepover ,"['Comedy', 'Romance']",10000000.0,8070311.0,5.3,best friend|party|rival|scavenger hunt|sleepover,1.0,Positive
MacGruber ,"['Action', 'Comedy', 'Romance']",10000000.0,8460995.0,5.5,colonel|lieutenant|nuclear warhead|team|washington d.c.,0.0,Neutral
Dirty Pretty Things ,"['Crime', 'Drama', 'Thriller']",10000000.0,8111360.0,7.4,hotel|immigrant|nigerian|surgery|underwear,0.0,Neutral
Movie 43 ,['Comedy'],6000000.0,8828771.0,4.3,awkwardness|embarrassment|gross out|irreverence|shame,0.0,Neutral
The Tourist ,"['Action', 'Romance', 'Thriller']",100000000.0,67631157.0,6.0,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,0.0,Neutral
Over Her Dead Body ,"['Comedy', 'Fantasy', 'Romance']",10000000.0,7563670.0,5.2,accident|diary|ghost|psychic|veterinarian,0.0,Neutral
Seeking a Friend for the End of the World ,"['Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",10000000.0,6619173.0,6.7,candle|end of the world|letter|record|road trip,0.0,Neutral
American History X ,"['Crime', 'Drama']",7500000.0,6712241.0,8.6,curb stomping|neo nazi|prison|son dislikes mother's boyfriend|white supremacist,0.0,Neutral
The Collection ,"['Action', 'Horror', 'Thriller']",10000000.0,6842058.0,6.1,booby trap|brainwashing|mercenary|serial killer|trap,0.0,Neutral
Teacher's Pet ,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",10000000.0,6491350.0,5.8,dog|florida|mad scientist|school|teacher,0.0,Neutral
The Red Violin ,"['Drama', 'Music', 'Mystery', 'Romance']",10000000.0,9473382.0,7.7,auction|montreal|secret|violin|violinist,0.0,Neutral
The Straight Story ,"['Biography', 'Drama']",10000000.0,6197866.0,8.0,cane|iowa|lawn mower|tractor|wisconsin,0.0,Neutral
Deuces Wild ,"['Action', 'Crime', 'Drama']",10000000.0,6044618.0,5.6,1950s|drug overdose|gang|gang war|new york city,0.0,Neutral
Bad Words ,"['Comedy', 'Drama']",10000000.0,7764027.0,6.7,directed by star|indian american|spelling|spelling bee|two word title,0.0,Neutral
Black or White ,['Drama'],9000000.0,21569041.0,6.6,color in title,0.0,Neutral
On the Line ,"['Comedy', 'Family', 'Romance']",16000000.0,4356743.0,4.1,based on short film|chicago illinois|el train|love|train,0.0,Neutral
Rescue Dawn ,"['Adventure', 'Biography', 'Drama', 'War']",10000000.0,5484375.0,7.3,bombing|guard|jungle|laos|prisoner,0.0,Neutral
Danny Collins ,"['Comedy', 'Drama', 'Music']",10000000.0,5348317.0,7.1,entertainer|inspiration|lost opportunity|pregnant mother|rock star,0.0,Neutral
"Jeff, Who Lives at Home ","['Comedy', 'Drama']",10000000.0,4244155.0,6.5,basement|errand|secret admirer|slacker|wrong number,0.0,Neutral
I Am Love ,"['Drama', 'Romance']",10000000.0,5004648.0,7.0,chef|friend|italy|restaurant|russian,0.0,Neutral
Atlas Shrugged II: The Strike ,"['Drama', 'Mystery', 'Sci-Fi']",10000000.0,3333823.0,5.5,box office flop|critically bashed|government|industrialist|railroad,0.0,Neutral
Romeo Is Bleeding ,"['Action', 'Crime', 'Drama', 'Thriller']",11500000.0,3275585.0,6.6,detective|police|protection|russian|sergeant,0.0,Neutral
The Limey ,"['Crime', 'Drama', 'Mystery', 'Thriller']",9000000.0,3193102.0,7.1,daughter|englishman|ex con|revenge|young woman,0.0,Neutral
Crash ,"['Crime', 'Drama', 'Thriller']",6500000.0,54557348.0,7.9,race relations|racism|racist|social problem|stereotype,0.0,Neutral
The House of Mirth ,"['Drama', 'Romance']",10000000.0,3041803.0,7.1,high society|love|money|reputation|wealth,0.16,Positive
Malone ,"['Action', 'Drama', 'Thriller']",10000000.0,3060858.0,5.6,assassin|box office flop|cia|farmer|power,0.0,Neutral
Peaceful Warrior ,"['Drama', 'Romance', 'Sport']",10000000.0,1055654.0,7.3,college|college athlete|comeback|gymnast|olympics,0.0,Neutral
Bucky Larson: Born to Be a Star ,['Comedy'],10000000.0,2331318.0,3.3,diner|eating a banana|masturbation|porn star|shooting a pornographic movie,0.0,Neutral
Bamboozled ,"['Comedy', 'Drama', 'Music']",10000000.0,2185266.0,6.5,actor|minstrel show|protest|success|writer,0.0,Neutral
The Forest ,"['Horror', 'Mystery', 'Thriller']",10000000.0,26583369.0,4.8,forest|japan|suicide|suicide forest|supernatural,0.0,Neutral
Sphinx ,"['Adventure', 'Mystery', 'Thriller']",14000000.0,800000.0,5.2,bat|curse|egyptologist|mummy|murder,0.0,Neutral
While We're Young ,"['Comedy', 'Drama']",10000000.0,7574066.0,6.3,documentary filmmaker|documentary filmmaking|father in law|generation z|hipster,0.0,Neutral
A Better Life ,"['Drama', 'Romance']",10000000.0,1754319.0,7.2,gang|gardener|money|police|truck,0.0,Neutral
Spider ,"['Drama', 'Mystery', 'Thriller']",8000000.0,1641788.0,6.8,halfway house|key|reality|schizophrenia|spider,0.0,Neutral
Gun Shy ,"['Comedy', 'Crime', 'Romance']",10000000.0,1631839.0,5.7,colombian|enema|group therapy|murder|nurse,0.0,Neutral
Nicholas Nickleby ,"['Drama', 'Romance']",10000000.0,1309849.0,7.2,boy|boys' school|death|friend|orphan,0.0,Neutral
The Iceman ,"['Biography', 'Crime', 'Drama']",10000000.0,1939441.0,6.9,based on true story|contract killer|crime family|murder of a girl|serial murderer,0.35,Positive
Cecil B. DeMented ,"['Comedy', 'Crime', 'Thriller']",10000000.0,1276984.0,6.2,actress|drive in|female protagonist|movie star|woman shot in the forehead,0.0,Neutral
Killer Joe ,"['Crime', 'Drama', 'Romance', 'Thriller']",11000000.0,1987762.0,6.7,female nudity|female pubic hair|lingerie|neo noir|pubic hair,0.0,Neutral
The Joneses ,"['Comedy', 'Drama']",5000000.0,1474508.0,6.5,envy|fake family|gadget|materialism|unhappy marriage,0.0,Neutral
Owning Mahowny ,"['Crime', 'Drama', 'Thriller']",10000000.0,1011054.0,7.2,bank|bank fraud|bank manager|gambling|toronto,0.0,Neutral
The Brothers Solomon ,['Comedy'],10000000.0,900926.0,5.3,antarctica|coma|neighbor|phd|pregnancy,0.0,Neutral
My Blueberry Nights ,"['Drama', 'Romance']",10000000.0,866778.0,6.7,blueberry pie|diner|nevada|new york city|pie,0.0,Neutral
Swept Away ,"['Comedy', 'Romance']",10000000.0,598645.0,3.6,island|sailor|storm|stranded|vacation,0.0,Neutral
"War, Inc. ","['Action', 'Comedy', 'Thriller']",10000000.0,578527.0,5.7,assassin|corporation|pop star|reporter|satire,0.0,Neutral
Shaolin Soccer ,"['Action', 'Comedy', 'Sport']",10000000.0,488872.0,7.3,cult film|kung fu|martial arts|shaolin|soccer,0.0,Neutral
The Brown Bunny ,['Drama'],10000000.0,365734.0,5.0,boyfriend girlfriend relationship|erection|female frontal nudity|gang rape|prostitute,0.0,Neutral
The Swindle ,"['Comedy', 'Crime', 'Thriller']",60000000.0,231417.0,6.6,con|con artist|money|scam|sils maria,0.0,Neutral
Rosewater ,"['Biography', 'Drama']",5000000.0,3093491.0,6.6,based on true story|hijab|journalism|prison|reference to mahmoud ahmedinejad,0.35,Positive
Imaginary Heroes ,"['Comedy', 'Drama']",4000000.0,228524.0,7.3,cat|christmas song|lawn mowing|leave of absence|medication,0.0,Neutral
High Heels and Low Lifes ,"['Action', 'Comedy', 'Drama']",10000000.0,226792.0,6.2,attempted murder|blackmail|diver's watch|nurse|satire,0.0,Neutral
Severance ,"['Comedy', 'Horror', 'Thriller']",5000000.0,136432.0,6.6,blood splatter|eastern europe|female nudity|pine forest|team building,0.0,Neutral
Edmond ,"['Drama', 'Thriller']",10000000.0,131617.0,6.3,bipolar disorder|sodomy|stabbing|street life|violence,0.0,Neutral
Police Academy: Mission to Moscow ,"['Comedy', 'Crime']",6200000.0,126247.0,3.3,captain|commandant|mafia|russian mafia|security system,0.0,Neutral
"Cinco de Mayo, La Batalla ","['Drama', 'History', 'War']",10000000.0,169379.0,6.2,Unknown,-0.1,Negative
An Alan Smithee Film: Burn Hollywood Burn ,['Comedy'],10000000.0,15447.0,3.5,box office flop|critically bashed|director|hollywood|mockumentary,0.0,Neutral
The Open Road ,"['Comedy', 'Drama']",10000000.0,19348.0,5.5,american south|baseball|farmland|motel|road trip,0.0,Neutral
The Good Guy ,"['Comedy', 'Romance']",8000000.0,100503.0,5.9,book club|cheating boyfriend|job promotion|manhattan new york city|new york city,0.14,Positive
Motherhood ,"['Comedy', 'Drama']",5000000.0,92900.0,4.7,birthday|birthday party|delivery man|mother|neighbor,0.0,Neutral
Blonde Ambition ,"['Comedy', 'Romance']",10000000.0,5561.0,3.9,boss|business|career|confidence|female protagonist,0.0,Neutral
The Oxford Murders ,"['Crime', 'Mystery', 'Thriller']",10000000.0,3607.0,6.1,landlady|lecture|murder|oxford university|symbol,0.0,Neutral
Eulogy ,"['Comedy', 'Drama']",6500000.0,70527.0,6.7,dysfunctional family|family relationships|family reunion|funeral|twin,0.0,Neutral
Of Horses and Men ,"['Comedy', 'Drama', 'Romance']",10000000.0,11835.0,6.9,barbed wire|barbed wire fence|horse|nature|snowstorm,0.0,Neutral
"The Good, the Bad, the Weird ","['Action', 'Adventure', 'Comedy', 'Western']",10000000.0,128486.0,7.3,bounty hunter|manchuria|map|train|treasure,0.0,Neutral
The Lost City ,"['Drama', 'Romance']",9600000.0,2483955.0,6.7,1950s|cuba|cuban flag|fidel castro|havana cuba,0.0,Neutral
Next Friday ,['Comedy'],9500000.0,57176582.0,6.1,african american|flashback|marijuana joint|porn magazine|suburb,0.0,Neutral
You Only Live Twice ,"['Action', 'Adventure', 'Thriller']",9500000.0,43100000.0,6.9,faked death|japan|japanese|poison|secret headquarters,0.0,Neutral
Amour ,"['Drama', 'Romance']",8900000.0,225377.0,7.9,aging|daughter|old couple|old love|stroke,0.0,Neutral
Poltergeist III ,"['Horror', 'Thriller']",10500000.0,14114488.0,4.5,aunt niece relationship|brother sister relationship|building|father daughter relationship|mirror,0.0,Neutral
"It's a Mad, Mad, Mad, Mad World ","['Action', 'Adventure', 'Comedy', 'Crime']",9400000.0,46300000.0,7.6,california|desert|dying words|money|race,0.0,Neutral
Richard III ,"['Drama', 'War']",6000000.0,2600000.0,7.5,1930s|abuse of power|england|king|murder,0.0,Neutral
Kites ,"['Action', 'Drama', 'Romance', 'Thriller']",600000000.0,1602466.0,6.0,casino|desert|love|suicide|tragic event,0.0,Neutral
Melancholia ,"['Drama', 'Sci-Fi']",7400000.0,3029870.0,7.1,art director|breasts|depression|outdoor sex|riding a horse,0.0,Neutral
Jab Tak Hai Jaan ,"['Drama', 'Romance']",7217600.0,3047539.0,6.9,accident|army|bomb|indian army|love,0.0,Neutral
Alien ,"['Horror', 'Sci-Fi']",11000000.0,78900000.0,8.5,alien|creature|future|outer space|spaceship,0.0,Neutral
The Texas Chain Saw Massacre ,"['Horror', 'Thriller']",83532.0,30859000.0,7.5,cannibal|chainsaw|hitchhiker|independent film|leatherface,0.0,Neutral
The Runaways ,"['Biography', 'Drama', 'Music']",10000000.0,3571735.0,6.6,band|box office flop|critically bashed|historically inaccurate|revisionist history,0.0,Neutral
Fiddler on the Roof ,"['Drama', 'Family', 'Musical', 'Romance']",9000000.0,50000000.0,8.0,immigration|jewish|pogrom|tradition|tradition versus modernity,0.0,Neutral
Thunderball ,"['Action', 'Adventure', 'Thriller']",9000000.0,63600000.0,7.0,domino|fiery redhead|nassau|official james bond series|underwater battle,0.0,Neutral
Set It Off ,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",9000000.0,36049108.0,6.8,bank|black comedy|main characters killed off|money|robbery,-0.2,Negative
The Best Man ,"['Comedy', 'Drama']",9000000.0,34074895.0,6.7,african american|bachelor party|brooklyn bridge|family relationships|stripper,0.0,Neutral
Child's Play ,"['Fantasy', 'Horror']",9000000.0,33244684.0,6.5,birthday|doll|murder|serial killer|voodoo,0.0,Neutral
Sicko ,"['Documentary', 'Drama']",9000000.0,24530513.0,8.0,canada|cuba|france|guantanamo|hmo,0.0,Neutral
The Purge: Anarchy ,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",9000000.0,71519230.0,6.5,held at gunpoint|machete|masked man|sequel|violence,0.0,Neutral
Down to You ,"['Comedy', 'Drama', 'Romance']",9000000.0,20035310.0,4.9,artist|cake|college|new york city|student,0.0,Neutral
Harold & Kumar Go to White Castle ,"['Adventure', 'Comedy']",9000000.0,18225165.0,7.1,marijuana|police|road trip|stoner|white castle,0.0,Neutral
The Contender ,"['Drama', 'Thriller']",20000000.0,17804273.0,7.0,bridge|governor|political thriller|president|vice president,0.0,Neutral
Boiler Room ,"['Crime', 'Drama', 'Thriller']",8000000.0,16938179.0,7.0,career|casino|judge|stock|stock broker,0.0,Neutral
Black Christmas ,['Horror'],9000000.0,16235293.0,4.5,attic|christmas|house|incest|sorority,0.0,Neutral
Henry V ,"['Action', 'Biography', 'Drama', 'History', 'Romance', 'War']",9000000.0,10161099.0,7.7,battle|battle of agincourt|king|shakespeare play|sword and shield,0.0,Neutral
The Way of the Gun ,"['Action', 'Crime', 'Drama', 'Thriller']",8500000.0,6047856.0,6.7,criminal|drifter|gangster|money|surrogate mother,0.0,Neutral
Igby Goes Down ,"['Comedy', 'Drama']",9000000.0,4681503.0,7.0,boy|mistress|money|schizophrenic|school,0.0,Neutral
PCU ,['Comedy'],8000000.0,4350774.0,6.5,college|high school senior|meat|protest|university,0.0,Neutral
Gracie ,"['Biography', 'Drama', 'Sport']",9000000.0,2955039.0,6.2,boy|girl|soccer|south orange new jersey|teenager,0.14,Positive
Trust the Man ,"['Comedy', 'Drama', 'Romance']",9000000.0,1530535.0,5.7,actress|lesbianism|manhattan new york city|urination|watching pornography,0.14,Positive
Hamlet 2 ,"['Comedy', 'Music']",9000000.0,4881867.0,6.4,gang banger|sequel|shakespeare's hamlet|student|time machine,0.0,Neutral
Glee: The 3D Concert Movie ,"['Documentary', 'Music']",9000000.0,11860839.0,5.4,concert|live in concert recording|live performance,0.0,Neutral
The Legend of Suriyothai ,"['Action', 'Adventure', 'Drama', 'History', 'War']",400000000.0,454255.0,6.6,16th century|burmese|invasion|queen|thailand,0.0,Neutral
Two Evil Eyes ,['Horror'],9000000.0,349618.0,6.1,black cat|cat|evil|photographer|undead,-0.17,Negative
All or Nothing ,['Drama'],9000000.0,112935.0,7.6,love|neighbor|single parent|supermarket|working class,0.0,Neutral
Princess Kaiulani ,['Drama'],9000000.0,883887.0,6.2,hawaii|hawaiian|historically inaccurate|princess|tearing up a letter,0.0,Neutral
Opal Dream ,"['Drama', 'Family']",11400000.0,13751.0,6.6,friend|girl|imaginary friend|outback|town,0.0,Neutral
Flame and Citron ,"['Drama', 'History', 'Thriller', 'War']",45000000.0,145109.0,7.3,danish|double agent|nazi|nazi occupation|resistance,0.0,Neutral
Undiscovered ,"['Comedy', 'Music', 'Romance']",9000000.0,1046166.0,4.2,bare chested male|box office flop|diner|german shepherd|one word title,0.05,Positive
Crocodile Dundee ,"['Adventure', 'Comedy']",8800000.0,174635000.0,6.5,australian outback|crocodile|female reporter|journalist|new york city,0.0,Neutral
Awake ,"['Crime', 'Mystery', 'Thriller']",8600000.0,14373825.0,6.5,anesthetic|anesthetic awareness|heart|heart surgery|surgery,0.0,Neutral
Skin Trade ,"['Action', 'Crime', 'Thriller']",9000000.0,162.0,5.7,bangkok thailand|detective|human trafficking|revenge|sex slavery,0.0,Neutral
Crazy Heart ,"['Drama', 'Music', 'Romance']",7000000.0,39462438.0,7.3,country music|country western singer|journalist|musician|singer,0.0,Neutral
The Rose ,"['Drama', 'Music', 'Romance']",8500000.0,29200000.0,6.9,awol|demand|driver|drugs|roses,0.0,Neutral
Baggage Claim ,['Comedy'],8500000.0,21564616.0,5.0,woman wearing only a man's shirt,0.0,Neutral
Election ,"['Comedy', 'Drama']",8000000.0,14879556.0,7.3,female protagonist|high school|self destructiveness|student council president|student government,0.0,Neutral
The DUFF ,['Comedy'],8500000.0,34017854.0,6.5,cartoon on tv|generation y|high school|overalls|strong female character,0.0,Neutral
Glitter ,"['Drama', 'Music', 'Romance']",22000000.0,4273372.0,2.1,cult film|disc jockey|female protagonist|music business|one word title,0.0,Neutral
Bright Star ,"['Biography', 'Drama', 'Romance']",8500000.0,4440055.0,7.0,19th century|friend|john keats|passion|poet,0.0,Neutral
My Name Is Khan ,"['Adventure', 'Drama', 'Thriller']",12000000.0,4018695.0,8.0,airport|asperger's syndrome|autism|muslim|racial profiling,0.0,Neutral
Footloose ,"['Drama', 'Music', 'Romance']",8200000.0,80000000.0,6.5,church|cowboy boots|dancing|high school dance|teenager,0.0,Neutral
All Is Lost ,"['Action', 'Adventure', 'Drama']",9000000.0,6262942.0,6.9,boat|container|sea|shipping container|storm,0.0,Neutral
Limbo ,"['Adventure', 'Drama', 'Thriller']",8000000.0,1997807.0,7.1,alaska|island|motorboat|singer|wilderness,0.0,Neutral
The Karate Kid ,"['Action', 'Drama', 'Family', 'Sport']",8000000.0,90800000.0,7.2,apartment|bully|fight|karate|master,0.0,Neutral
Repo! The Genetic Opera ,"['Horror', 'Musical', 'Sci-Fi']",8500000.0,140244.0,6.7,future|murder|opera|repossession|surgery,0.0,Neutral
Pulp Fiction ,"['Crime', 'Drama']",8000000.0,107930000.0,8.9,black comedy|cunnilingus|neo noir|nonlinear timeline|postmodern,-0.17,Negative
Nightcrawler ,"['Crime', 'Drama', 'Thriller']",8500000.0,32279955.0,7.9,employer employee relationship|ethics|journalism|sociopath|tv news,0.0,Neutral
Club Dread ,"['Comedy', 'Horror', 'Thriller']",8550000.0,4992159.0,5.6,beach|island|party|resort|serial killer,0.0,Neutral
The Sound of Music ,"['Biography', 'Drama', 'Family', 'Musical', 'Romance']",8200000.0,163214286.0,8.0,austria|children|governess|love|orchestral music score,0.0,Neutral
Splash ,"['Comedy', 'Fantasy', 'Romance']",8000000.0,69800000.0,6.2,cmnf|cmnf scene|mermaid|new york city|public nudity,0.0,Neutral
Little Miss Sunshine ,"['Comedy', 'Drama']",8000000.0,59889948.0,7.9,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,0.0,Neutral
Stand by Me ,"['Adventure', 'Drama']",8000000.0,52287414.0,8.1,friendship|summertime|treehouse|walking on train tracks|woods,0.0,Neutral
28 Days Later... ,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",8000000.0,45063889.0,7.6,laboratory|london england|military|virus|zombie apocalypse,0.0,Neutral
You Got Served ,"['Drama', 'Music']",8000000.0,40066497.0,3.5,competition|dance contest|friend|money|street dancing,0.0,Neutral
Escape from Alcatraz ,"['Biography', 'Crime', 'Drama']",8000000.0,36500000.0,7.6,alcatraz|escape|inmate|island|prison,0.0,Neutral
Brown Sugar ,"['Comedy', 'Drama', 'Music', 'Romance']",8000000.0,27362712.0,6.5,basketball|hip hop|rap music|record company|writer,0.0,Neutral
A Thin Line Between Love and Hate ,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",8000000.0,34746109.0,5.6,african american|dating|independent film|irreverence|revenge,0.0,Neutral
50/50 ,"['Comedy', 'Drama', 'Romance']",8000000.0,34963967.0,7.7,best friend|cancer|survival rate|therapist|vomiting,1.0,Positive
Shutter ,"['Horror', 'Mystery', 'Thriller']",8000000.0,25926543.0,5.2,car accident|japan|newlywed|photograph|photographer,0.0,Neutral
That Awkward Moment ,"['Comedy', 'Romance']",8000000.0,26049082.0,6.1,dating|divorce|father daughter relationship|mother daughter relationship|party,0.0,Neutral
Much Ado About Nothing ,"['Comedy', 'Drama', 'Romance']",8000000.0,22551000.0,7.4,16th century|bachelor|dishonor|masquerade party|wedding,0.0,Neutral
On Her Majesty's Secret Service ,"['Action', 'Adventure', 'Thriller']",7000000.0,22800000.0,6.8,bond girl|british|mission|portugal|switzerland,0.0,Neutral
New Nightmare ,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",8000000.0,18090181.0,6.4,earthquake|elm street|freddy krueger|nightmare|sleep,0.0,Neutral
Drive Me Crazy ,"['Comedy', 'Drama', 'Romance']",8000000.0,17843379.0,5.7,centennial|girl|next door neighbor|prom|school,0.0,Neutral
Half Baked ,"['Comedy', 'Crime']",8000000.0,17278980.0,6.7,bail|diabetic|friend|jail|pharmaceutical lab,0.0,Neutral
New in Town ,"['Comedy', 'Romance']",8000000.0,16699684.0,5.6,love|manufacturing|minnesota|plant|small town,0.0,Neutral
Syriana ,"['Drama', 'Thriller']",50000000.0,50815288.0,7.0,cia|hezbollah|lebanon|oil|prince,0.0,Neutral
American Psycho ,"['Crime', 'Drama']",7000000.0,15047419.0,7.6,1980s|business card|male rear nudity|materialism|narcissism,0.0,Neutral
The Good Girl ,"['Drama', 'Romance']",5000000.0,14015786.0,6.5,dysfunctional marriage|marijuana|small town|store|trying to conceive,0.0,Neutral
The Boondock Saints II: All Saints Day ,"['Action', 'Crime', 'Thriller']",8000000.0,10269307.0,6.3,final showdown|ireland|justice|priest|sheep,0.0,Neutral
Enough Said ,"['Comedy', 'Drama', 'Romance']",8000000.0,17536788.0,7.1,dating|divorcee|ex husband|ex wife|party,0.0,Neutral
